Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
30/10/2017,"29 MARINERS QUAY, PASSAGE WEST, CORK",,Cork,"€123,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2021,"42 CHURCHLANDS, DELGANY",,Wicklow,"€370,044.00",No,Yes,New Dwelling house /Apartment,
28/02/2017,"KILKEERAN COTTAGE, SWEEP RD, PORTARLINGTON",,Offaly,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2010,"1a Woodford Park Road, Clondalkin, Dublin 22",,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2013,"GLENARD VILLAS, GLENARD AVENUE, BRAY",,Wicklow,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/03/2018,"71 Millers Court, Old Quarter, Ballincollig",,Cork,"€339,048.45",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
04/12/2020,"20 ST FINBARRS PARK, GLASHEEN RD, THE LOUTH",,Cork,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2014,"Apt 14, Hollybrook Manor, Clontarf",Dublin 16,Dublin,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2011,"Gorteenduvane, Cappawhite, Co. Tipperary",,Tipperary,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2019,"15 Knightsgate Crescent, Knightsgate, Rush",,Dublin,"€341,675.00",No,Yes,New Dwelling house /Apartment,
16/03/2011,"19 Merrion Court, Ailesbury Road, Ballsbridge",,Dublin,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2020,"2 Cilleithne Gardens, Bellingham, Portlaoise",,Laois,"€162,995.00",No,Yes,New Dwelling house /Apartment,
07/06/2017,"15 REUBEN ST, DOLPHINS BARN, DUBLIN 8",Dublin 8,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2020,"14 CNOC NA GREINE VIEW, KILCULLEN, KILDARE",,Kildare,"€219,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2014,"APT 307 AVIARY HOUSE DOCK RD, LIMERICK CITY, LIMERICK",,Limerick,"€32,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2020,"148 CLUAIN RIOCAIRD, HEADFORD RD, GALWAY",,Galway,"€151,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/08/2019,"29 CAIRHILL, WESTMINSTER RD, DUBLIN",Dublin 18,Dublin,"€945,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2015,"56 ASHGROVE, MOUNTMELLICK, LAOIS",,Laois,"€117,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/07/2021,"1 WOODENBRIDGE LANE, CAPPOQUIN, WATERFORD",,Waterford,"€167,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2020,"5 DALETREE AVE, BALLYCULLEN, DUBLIN 24",Dublin 24,Dublin,"€371,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2017,"16 CNOC NA GREINE SQ, CNOC NA GREINE, KILCULLEN",,Kildare,"€224,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
03/03/2014,"4 CHARLESLAND GROVE, GREYSTONES, CO. WICKLOW",,Wicklow,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2015,"GOREY HILL, CARNEW RD, GOREY",,Wexford,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2019,"THE ISLAND, GLASHABOY, CARRIGNAVAR",,Cork,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/02/2013,"Gorteenatarriff, Mitchelstown",,Cork,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/10/2018,"No 25, Radharc Na Coille, Drumkeen",,Donegal,"€136,894.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/05/2010,"42 Grosvenor road, Rathmines",,Dublin,"€1,000,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"APARTMENT 6, SUMMERLAND HOUSE, MORRISSON&#039;S ROAD",,Waterford,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2018,"21 SYCAMORE ELMFIELD, BALLYOGAN ROAD, LEOPARDSTOWN",Dublin 18,Dublin,"€324,068.16",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/11/2013,"Lower Manus, Clarecastle",,Clare,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/05/2020,"17 BAILIS DOWNS, NAVAN, CO MEATH",,Meath,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2020,"39 RINUCCINI, DUBLIN ROAD, PORTLAOISE",,Laois,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2019,"35 BEECHWOOD HEATH, CLONSILLA, DUBLIN 15",,Dublin,"€387,665.00",No,Yes,New Dwelling house /Apartment,
05/10/2016,"8 OAK LAWN, ROYAL OAK, SANTRY DUBLIN 9",Dublin 9,Dublin,"€287,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2018,"23 THE OAKS, HERBERT PARK LANE, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/04/2019,"68 WILLIAM ST LOWER, WEXFORD",,Wexford,"€135,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
17/12/2010,"19  Beech Grove, Greenfields, Waterford",,Waterford,"€131,199.05",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/10/2015,"13 PARK AVE, DUNDALK, LOUTH",,Louth,"€37,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
24/06/2016,"SOUTH CREGG, FERMOY, CORK",,Cork,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2017,"35 MILL FALLS, COLLOONEY, CO SLIGO",,Sligo,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2017,"3 ST JOSEPHS EST, SPA RD, TRALEE",,Kerry,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2016,"60 ELM PK, LIFFORD, ENNIS",,Clare,"€117,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2014,"123 MORRISONS ROAD, WATERFORD",,Waterford,"€32,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2012,"Walterstown, Skryne",,Meath,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/10/2012,"67 Tandy's Lane, Lucan, Co. Dublin",,Dublin,"€267,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/08/2015,"APT 1A, BUSHPARK LAWNS, GALWAY",,Galway,"€47,200.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2018,"THE BIRCHES, CASTLEFARM, DUNBOYNE",,Meath,"€452,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2017,"Apt 2 New Bancroft Place, Main Street, Tallaght",Dublin 24,Dublin,"€215,970.77",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/02/2019,"13 BEECHPARK, KILKENNY",,Kilkenny,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/05/2018,"34 Oak Avenue, Evanwood, Golf Links Road",,Limerick,"€243,127.75",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
11/12/2015,"2 Mount View, Dunaree, Kingscourt",,Cavan,"€110,132.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/07/2021,"11 CHURCH ST, RATHDOWNEY, LAOIS",,Laois,"€173,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/08/2014,"33 DE VESCI HOUSE, LONGFORD PLACE, DUN LAOGHAIRE",,Dublin,"€270,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
16/10/2020,"COTTAGE, RATHGOGGIN SOUTH, CHARLEVILLE",,Cork,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2015,"22 UPPER ST JOSEPHS TERRACE, ATHY, KILDARE",,Kildare,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2011,"17 SEMPLE MILL, PARKAVERA, MILL ST",,Galway,"€180,616.74",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/02/2021,"ST. FRANCIS, RATHNEW VILLAGE, WICKLOW",,Wicklow,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/11/2017,"28 KINVARA GROVE, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2012,"123 Clonsilla Road, Blanchardstown",Dublin 15,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2018,"9 MOYLEBROOK, LISRONAGH, CLONMEL",,Tipperary,"€136,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
10/01/2020,"19 BARRETT ST, BAGENALSTOWN, CARLOW",,Carlow,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2016,"99 THE MALTINGS, BOHAN ST, DUBLIN CITY",Dublin 8,Dublin,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2020,"STRADAVOHER, THURLES, TIPPERARY",,Tipperary,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2016,"105 PHIBSBOROUGH RD, PHIBSBOROUGH, DUBLIN 7",Dublin 7,Dublin,"€295,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2014,"2A CLIFFORD STREET, WEXFORD",,Wexford,"€88,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2017,"124 LIMEKILN GREEN, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2015,"ROBIN HILL, BALLYGUILE, WICKLOW",,Wicklow,"€675,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2016,"42 HAZEL GROVE, BLESSINGTON RD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€167,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2012,"23 Brandon Crescent, Dillons Cross, CORK",,Cork,"€41,250.00",Yes,No,Second-Hand Dwelling house /Apartment,
11/12/2013,"3 Cnoc An Aitinn, Inchinattin, Rosscarbery",,Cork,"€90,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
09/03/2018,"SESSIAGHLONG, CASTLEFIN, LIFFORD",,Donegal,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2020,"THE APARTMENT, 8 LOWER MAIN STREET, ARKLOW",,Wicklow,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2020,"Apartments 1 - 9, 19-21 Lower Rathmines Road, RATHMINES",Dublin 6,Dublin,"€1,780,850.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2017,"17 Wilkins View, Greenhill, Walkinstown",,Dublin,"€484,581.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/07/2018,"HOUSE 2 ST ANNES, CARROWNANTY, BALLYMOTE",,Sligo,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/06/2018,"BALLINTAGGART, CALLAN, CO KILKENNY",,Kilkenny,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2018,"37 ARD NA CORRAN, BROOMFIELD WEST, MIDLETON",,Cork,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2014,"64 The Holly, Rockfield, Dundrum",Dublin 16,Dublin,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/01/2016,"103 CASTLETOWN RD, DUNDALK, LOUTH",,Louth,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2015,"7  Wexford Street, Dublin 2",Dublin 2,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/04/2011,"ardeen, lissarda",,Cork,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2013,"43 Seapoint, Wicklow, Co. Wicklow",,Wexford,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2014,"COOLKILLWEST, SCOTSTOWN, CO MONAGHAN",,Monaghan,"€40,851.00",Yes,No,Second-Hand Dwelling house /Apartment,
13/06/2019,"8 CASTLEBROOK DRIVE, CASTLEBROOK MANOR, CASTLETROY",,Limerick,"€317,181.00",No,Yes,New Dwelling house /Apartment,
01/05/2012,"Annville, Ballycotton",,Cork,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2018,"15D BEECH HILL DR, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,"€537,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2017,"42 Heathfield Walk, Cappagh Road, Finglas",Dublin 11,Dublin,"€237,444.90",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/10/2014,"GREEN OASIS, GLANNAGILLIAGH, KILLORGLIN",,Kerry,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2019,"2 CARYSFORT PARK, BLACKROCK, DUBLIN",,Dublin,"€715,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2021,"60 CLUAIN SHEE, AIKENS VILLAGE, SANDYFORD DUBLIN 18",Dublin 18,Dublin,"€404,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2021,"BROWNSWOOD, PORTLAW, CO WATERFORD",,Waterford,"€283,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/05/2018,"GRANGE, HILL STREET, CARRICK ON SHANNON",,Roscommon,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2020,"8 LEIN PAIRC, COOLOCK, DUBLIN 5",Dublin 5,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2019,"No 2 Dromore, Castlebaldwin",,Sligo,"€120,000.00",No,Yes,New Dwelling house /Apartment,
14/10/2020,"34 BEACON, ROYAL CANAL PARK, RATOATH RD DUBLIN 15",Dublin 7,Dublin,"€150,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
28/10/2021,"25  Longstone, Blessington Road, Craddockstown",,Kildare,"€395,500.00",No,Yes,New Dwelling house /Apartment,
27/09/2013,"Aughoose, Pullathomas, Ballina",,Mayo,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2020,"136 PINEBROOK RD, ARTANE, DUBLIN 5",Dublin 5,Dublin,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2014,"8 STEAMBOAT QUAY, LIMERICK",,Limerick,"€59,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2012,"36 Esker Lawns, Lucan",,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/10/2011,"2 Assumption Place, Station Road, Blarney",,Cork,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/05/2019,"GARRAUN, CREGGS, ROSCOMMON",,Roscommon,"€73,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2011,"4 Beachview park, Strandhill",,Sligo,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/10/2020,"32 MONALEEN HEIGHTS, CASTLETROY, LIMERICK",,Limerick,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/11/2016,"46 COSBY AVE, FAIRGREEN VILLAGE, PORTLAOIS",,Laois,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2017,"12 DUNBUR GLEN, WICKLOW, WICKLOW",,Wicklow,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2017,"NEW TIPPERARY, DONOUGHMORE, CO CORK",,Cork,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2019,"28 TALBOT RD, MALAHIDE, DUBLIN",,Dublin,"€512,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2017,"15 Castlegrange Court, Castaheany, Dublin 15",Dublin 15,Dublin,"€262,114.54",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/09/2015,"5 THE FRIARY, CECILIA ST, TEMPLE BAR DUBLIN 2",Dublin 2,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2010,"Mayfield, Claremorris",,Mayo,"€122,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/03/2013,"Glenribbon Lodge, Carne, Belmullet",,Mayo,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2015,"48 MAPLE DRIVE, ARCHERSTOWN WOOD, ASHBOURNE",,Meath,"€287,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2020,"13 SEAGRAVE COURT, MEAKSTOWN, DUBLIN",Dublin 11,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2021,"2 HOMELEE, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,"€1,575,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2016,"49 LIAM HEALY ROAD, FAIR HILL, CO CORK",,Cork,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/09/2014,"2 BELGRAVE PLACE, GLENBROOK, CORK",,Cork,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2017,"57 Diswellstown Way, Castleknock",Dublin 15,Dublin,"€439,647.58",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
13/06/2019,"GLENREVAGH, CORRANDULLA, GALWAY",,Galway,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2013,"6 Rathana, Pearse Road, Sligo",,Sligo,"€204,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2019,"14 White Oaks Court, White Oaks, Newbridge",,Kildare,"€268,000.00",No,Yes,New Dwelling house /Apartment,
14/10/2020,"BALLINGARY WEST, BELGOOLY, KINSALE",,Cork,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/06/2018,"MOUNTSCRIVE, KINVARA, COUNTY GALWAY",,Galway,"€182,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2019,"28 BROADMEADOW CASTLE, ASHBOURNE, MEATH",,Meath,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2021,"5 CHURCHLANDS, CHURCH RD, BRAY",,Wicklow,"€373,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2020,"33A CARYSFORT AVE, BLACKROCK, DUBLIN",,Dublin,"€557,700.00",No,No,Second-Hand Dwelling house /Apartment,
05/06/2019,"RIVERSIDE, SANDBROOK, BALLON",,Carlow,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2013,"109 The Drumlins, Virginia",,Cavan,"€115,477.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/04/2013,"48 Raglan Lane, Ballsbridge",,Dublin,"€950,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/08/2015,"551 GRIFFITH AVE, GLASNEVIN, DUBLIN 11",Dublin 11,Dublin,"€462,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/05/2020,"LETTERA, GLENAMADDY, CO. GALWAY",,Galway,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/08/2019,"REDNAGH HOUSE, REDNAGH ROAD, AUGHRIM",,Wicklow,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/06/2020,"51 BROADMEADOW CASTLE, ASHBOURNE, MEATH",,Meath,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/10/2017,"63 GOATSTOWN RD, DUBLIN 14, DUBLIN",Dublin 14,Dublin,"€705,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"APT 25, 125 FRANCIS ST, DUBLIN 8",Dublin 8,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2020,"AISHLING, DERRYQUAY, TRALEE",,Kerry,"€164,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2019,"Apartment 6 Larkfield Hall, Clayfarm, Leopardstown",Dublin 18,Dublin,"€352,422.00",No,Yes,New Dwelling house /Apartment,
27/07/2016,"APT 3, GRAND PARADE HOUSE, 26 GRAND PARADE",,Cork,"€101,677.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2020,"GLENSHAEL, KENNEL HILL, MALLOW",,Cork,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2016,"26 DUNFIERTH PARK, JOHNSTOWN BRIDGE, KILDARE",,Kildare,"€234,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2015,"UNIT 2, 1 ALBERT PLACE, SUMMERHILL",,Cork,"€49,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2014,"45 PROSPECT MEWS, KILCOHAN, WATERFORD",,Waterford,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2017,"WELL ST, BALLYLONGFORD, KERRY",,Kerry,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/06/2017,"19 Boycetown Court, Kilcock",,Kildare,"€330,395.74",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/12/2016,"17 Dalkey Manor, killiney Road, Dalkey",,Dublin,"€837,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
12/04/2019,"112 BALLYMACOOL WOODS, GLENTIES RD, LETTERKENNY",,Donegal,"€97,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2015,"7 DUN LEINN, BALLYBRIT RD, GALWAY",,Galway,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2018,"2 THE LAKES RETIREMENT VILLAGE, HILL RD, KILLALOE",,Clare,"€96,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2019,"10 The Willows, Ballinahinch Wood, Ashford",,Wicklow,"€343,612.33",No,Yes,New Dwelling house /Apartment,
29/01/2019,"BROOKFIELD, DARRIGAL, PORTLAW",,Waterford,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/05/2014,"APT 116, MERRION VILLAGE, MERRION RD DUBLIN 4",Dublin 4,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2012,"Kilbehy, Askeaton, County Limerick",,Limerick,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2016,"33 SOUTH CLAUGHAUN RD, GARRYOWEN, LIMERICK",,Limerick,"€64,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2018,"23 GRAND CANAL VIEW, KILMAINHAM, DUBLIN 8",Dublin 8,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2018,"144 CHARLESLAND COURT, GREYSTONES, WICKLOW",,Wicklow,"€312,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2016,"216 The Links, Elm Park, Merrion Road",Dublin 4,Dublin,"€111,008.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2020,"1 PALMER COURT, RUSH, DUBLIN",,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2016,"5 KNOCKNACREE PARK, DALKEY, DUBLIN",,Dublin,"€850,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2015,"4 DUN ALAINN, CAPPAGH RD, BARNA",,Galway,"€133,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2017,"8 AMBERLEY CLOSE, GRANGE, DOUGLAS",,Cork,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2016,"3 Wendover, Beechpark Avenue, Castleknock",Dublin 15,Dublin,"€524,230.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/11/2014,"HARRISTOWN, CASTLEREA, ROSCOMMON",,Roscommon,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2016,"46 UPPER MOUNT STREET, DUBLIN 2",,Dublin,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2020,"1A ST AGNES ROAD, CRUMLIN, DUBLIN 12",,Dublin,"€202,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2017,"26 OAK PARK DR, SANTRY, DUBLIN 9",Dublin 9,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2019,"9 MAIN STREET, BOHERBUE, MALLOW",,Cork,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2018,"APARTMENT 501, SUMMERHILL APARTMENTS, BUNDORAN",,Donegal,"€22,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2014,"KNOCKANEMORE, OVENS, CORK",,Cork,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"APT 7, CLUAIM MHOR APTS, CLYBAWN RD",,Galway,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
